by,descendants,id,kids,score,time,title,type,url,text
excsn,1475.0,40286029,"[40289185, 40286118, 40286128, 40286654, 40287933, 40294445, 40287384, 40286156, 40286253, 40287857, 40286556, 40292404, 40286346, 40290505, 40286167, 40286142, 40291117, 40291069, 40286831, 40286161, 40286415, 40294371, 40286268, 40294009, 40291904, 40294195, 40292574, 40288136, 40289929, 40286088, 40288921, 40288241, 40286087, 40286120, 40286710, 40292919, 40288029, 40287296, 40293261, 40287156, 40293639, 40286500, 40290225, 40292806, 40286644, 40292840, 40287080, 40292982, 40290247, 40287903, 40286104, 40286291, 40290911, 40290912, 40286615, 40286605, 40291043, 40288346, 40291883, 40288661, 40291660, 40290875, 40286757, 40289748, 40286098, 40292658, 40286358, 40291701, 40286728, 40286274, 40287003, 40290028, 40287120, 40292066, 40292616, 40291146, 40287917, 40286294, 40289627, 40288662, 40286640, 40286872, 40288294, 40286153, 40286612, 40286181, 40286727, 40288677, 40292714, 40288874, 40286577, 40286441, 40292135, 40288717, 40286135, 40287419, 40287228, 40286946, 40286497, 40286129, 40286300, 40286148, 40287815, 40286108, 40292367, 40292405, 40290909, 40286437, 40286472, 40287181, 40289745, 40286289]",1227,1715092652,Apple introduces M4 chip,story,https://www.apple.com/newsroom/2024/05/apple-introduces-m4-chip/,
vsgherzi,26.0,40293943,"[40294627, 40294624, 40294717, 40294458, 40294444, 40294486, 40294545, 40294700, 40294476, 40294621, 40294352]",49,1715137342,Why use ECC? (2015),story,https://danluu.com/why-ecc/,
iancmceachern,2.0,40294630,[40294752],45,1715145904,U.S. Rules Apple Illegally Interrogated Staff and Confiscated Union Flyers,story,https://www.forbes.com/sites/antoniopequenoiv/2024/05/06/us-labor-board-rules-apple-illegally-interrogated-staff-and-confiscated-union-flyers/,
metadat,36.0,40292181,"[40293100, 40294675, 40292569, 40292220, 40293666, 40293116, 40294519, 40294301, 40294673, 40294390, 40292189, 40293476]",172,1715120105,Decker: A reincarnation of HyperCard with 1-bit graphics,story,https://www.beyondloom.com/decker/index.html,
sschueller,214.0,40287020,"[40287570, 40287471, 40287440, 40287836, 40289533, 40288949, 40291939, 40287407, 40289709, 40293124, 40289825, 40292276, 40291080, 40287549, 40294253, 40290746, 40291325, 40288071, 40293197, 40287406, 40289281, 40294256, 40291306, 40288279, 40289195, 40287603, 40290778, 40288237, 40289931, 40290676, 40292615, 40288088, 40287677, 40288403, 40292767, 40289090, 40289189, 40288518, 40287817, 40290414, 40290754, 40287755, 40289486, 40289860, 40288960, 40290446, 40287945]",611,1715096165,Road resurfacing during the daytime without stopping traffic [video],story,https://www.youtube.com/watch?v=ymyIEGRw4-U,
matan-h,0.0,40278874,,16,1715025738,Common Google XSS,story,https://matan-h.com/common-google-xss,
ibylich,18.0,40276112,"[40294373, 40294119, 40294596, 40294197, 40294016, 40276113]",59,1715011151,Arena-based parsers,story,https://iliabylich.github.io/arena-based-parsers/,
kangmh,7.0,40293974,"[40294728, 40294699, 40294226, 40294696]",25,1715137769,Show HN: Serverless collaborative notion-level note editor using CRDT in GO,story,https://github.com/notebox/nbfm,
lukhas,28.0,40291598,"[40294030, 40293490, 40293103, 40293119, 40292911, 40293748, 40293426, 40293767]",141,1715116596,IBM Granite: A Family of Open Foundation Models for Code Intelligence,story,https://github.com/ibm-granite/granite-code-models,
todsacerdoti,0.0,40293505,,43,1715132329,Needle: A DFA Based Regex Library That Compiles to JVM ByteCode,story,https://justinblank.com/experiments/needle.html,
leduyquang753,119.0,40286734,"[40287845, 40287547, 40288190, 40287592, 40293775, 40287812, 40292720, 40293345, 40290073, 40291712, 40287739, 40293799, 40291286, 40287718, 40291816, 40290283, 40288562, 40289684, 40288912]",282,1715095068,"LPCAMM2 is a modular, repairable, upgradeable memory standard for laptops",story,https://www.ifixit.com/News/95078/lpcamm2-memory-is-finally-here,
1970-01-01,88.0,40289323,"[40289817, 40290050, 40290369, 40291484, 40289747, 40294144, 40293646, 40290816, 40293137, 40289642, 40290636, 40293987, 40290381, 40290107, 40293603, 40292568, 40290500]",171,1715105189,The Grateful Dead's Wall of Sound,story,https://audioacademy.in/the-grateful-deads-wall-of-sound/,
pseudolus,518.0,40285211,"[40290252, 40285435, 40287707, 40288900, 40285681, 40287534, 40293024, 40294608, 40285449, 40294158, 40294132, 40289031, 40289111, 40292639, 40292468, 40293764, 40292625, 40289320, 40289586, 40285525, 40290323, 40289058, 40288340, 40291300, 40290156, 40289879, 40285630, 40289485, 40285424, 40285536, 40285463, 40287682, 40291033, 40290125, 40288926, 40289137, 40288081, 40292394, 40285903, 40285828, 40285513, 40285369, 40291901, 40287389, 40288549, 40288589, 40285526, 40288701, 40292990]",263,1715088589,Can turning office towers into apartments save downtowns?,story,https://www.newyorker.com/magazine/2024/05/06/can-turning-office-towers-into-apartments-save-downtowns,
Zezima,8.0,40286632,"[40291355, 40294279, 40294106, 40289740]",197,1715094776,SecureDrop Protocol,story,https://securedrop.org/news/introducing-securedrop-protocol/,
greenie_beans,14.0,40293801,"[40294862, 40294815, 40294491, 40294750, 40294642, 40294733, 40294754, 40294516, 40294582, 40294712]",25,1715135550,No one will read your book,story,https://www.elysian.press/p/publishing-industry-truth,
ople,266.0,40284823,"[40286074, 40286009, 40285897, 40290818, 40289782, 40287380, 40287308, 40292020, 40293108, 40293235, 40285925, 40285944, 40285801, 40293498, 40293530, 40290982, 40288526, 40286348, 40285810, 40287703, 40286222, 40292706, 40286930, 40289993, 40287261, 40285911, 40286046, 40286995, 40286309, 40285890, 40288175, 40292265, 40287894, 40287860, 40289738, 40289543, 40286521, 40287482, 40291177, 40288646, 40291882, 40285953, 40286389, 40289161, 40290020, 40288753, 40288130, 40291933]",419,1715085974,Cold brew coffee in 3 minutes using acoustic cavitation,story,https://www.unsw.edu.au/newsroom/news/2024/05/Ultrasonic_cold_brew_coffee_ready_under_three_minutes,
ulrischa,42.0,40290596,"[40292021, 40292086, 40294623, 40291195, 40290789, 40290996, 40294618, 40291422, 40292200, 40290920]",131,1715110885,ScrapeGraphAI: Web scraping using LLM and direct graph logic,story,https://scrapegraph-doc.onrender.com/,
twelvenmonkeys,35.0,40289120,"[40290638, 40293353, 40290214, 40293852, 40291406, 40294123, 40289661, 40289973, 40293774, 40289878, 40291765, 40290658, 40290042, 40290427, 40289744, 40292540, 40290669, 40290269]",149,1715104221,Show HN: Convert your Containerfile to a bootable OS,story,https://github.com/containers/podman-desktop-extension-bootc,
LorenDB,55.0,40284291,"[40289845, 40289261, 40291313, 40291534, 40288650, 40287757, 40291128, 40290188]",210,1715081048,Hackers discover how to reprogram NES Tetris from within the game,story,https://arstechnica.com/gaming/2024/05/hackers-discover-how-to-reprogram-nes-tetris-from-within-the-game/,
weinzierl,27.0,40282923,"[40290512, 40288072, 40285011, 40291333, 40289264, 40292621, 40290317, 40289020]",180,1715063099,Gradient descent visualization,story,https://github.com/lilipads/gradient_descent_viz,
fanf2,31.0,40273121,"[40294540, 40293110, 40291544, 40293453, 40292536, 40292273, 40293643, 40293040, 40291208, 40293386]",85,1714992123,Conical Slicing: A different angle of 3D printing,story,https://www.cnckitchen.com/blog/conical-slicing-a-different-angle-of-3d-printing,
petethomas,359.0,40269754,"[40289049, 40288381, 40289778, 40294413, 40294403, 40294776, 40290286, 40287833, 40290374, 40291166, 40288630, 40294682, 40288934, 40272706, 40290172, 40290186, 40291640, 40289451, 40292080, 40292249, 40291958, 40293749, 40291683, 40288105, 40292208, 40289431, 40289682, 40290538, 40289885, 40287871, 40290520, 40291365, 40290105, 40291600, 40290837, 40291449, 40290411, 40287685, 40274203, 40290792, 40289362, 40271484, 40288265, 40289345, 40291784, 40293719, 40289114, 40292824, 40288964, 40288067, 40292683, 40273422, 40287965, 40275514, 40288031, 40288607, 40275232, 40288159, 40287617, 40289035, 40289054]",217,1714953452,Book people think they know why 9-year-olds stop reading for fun,story,https://slate.com/culture/2024/05/kids-reading-fun-books-decline-by-nine-crisis.html,
Qem,112.0,40284219,"[40289981, 40285074, 40287463, 40284760, 40285107, 40285844, 40284717, 40291221, 40294190, 40291005, 40285281, 40291377, 40284721, 40284560, 40285790, 40284905, 40284935, 40284656, 40284866, 40291211, 40284565, 40285497, 40284679, 40286455]",280,1715080136,Pyspread – Pythonic Spreadsheet,story,https://pyspread.gitlab.io/,
todsacerdoti,34.0,40291490,"[40292430, 40291857, 40293058, 40294116, 40294393, 40293789, 40294583, 40294050, 40292180, 40292954, 40291876, 40293000]",74,1715116053,"Jolie, the service-oriented programming language",story,https://www.jolie-lang.org/index.html,
darrenkopp,449.0,40266831,"[40290733, 40288933, 40285940, 40290402, 40285061, 40285447, 40289873, 40291192, 40289051, 40285181, 40288697, 40266959, 40285237, 40289952, 40285240, 40285146, 40287363, 40293376, 40293011, 40289935, 40285277, 40293556, 40293237, 40291783, 40288805, 40288676, 40293229, 40292340, 40290687, 40292865, 40285095, 40290682, 40285205, 40289123, 40292717, 40285787, 40290499, 40290511, 40291515, 40285501, 40290785, 40289416, 40294035, 40285286, 40289635, 40266847]",168,1714932206,Coding interviews are stupid (ish),story,https://darrenkopp.com/posts/2024/05/01/coding-interviews-are-stupid,
xgdgsc,26.0,40293614,"[40294602, 40294645, 40294550, 40294507, 40294121, 40294653, 40294592]",54,1715133353,"US Revokes Intel, Qualcomm Licenses to Sell Chips to Huawei",story,https://www.msn.com/en-us/money/other/us-revokes-intel-qualcomm-licenses-to-sell-chips-to-huawei/ar-BB1lZqJO,
vector_spaces,7.0,40282641,[40283005],12,1715059658,The Antisocial Network: How the 90s Internet Died Like Diaryland (2014),story,https://www.vice.com/en/article/jp5vdg/the-antisocial-network-how-the-90s-internet-died-like-diaryland,
guiambros,30.0,40294107,"[40294607, 40294379, 40294431, 40294514, 40294636, 40294334, 40294681, 40294340]",34,1715139618,Neighbors Are Retiring in Their 30s. Why Can't You?,story,https://www.nytimes.com/2024/05/07/magazine/retire-early-saving.html,
hackandthink,7.0,40262837,"[40293129, 40292820, 40294140, 40293070, 40293369]",36,1714892321,PDEP-13: The Pandas Logical Type System,story,https://github.com/pandas-dev/pandas/blob/8a246978e9812a2448f43d0df24a82d51e850d53/web/pandas/pdeps/0013-logical-type-system.md,
perihelions,226.0,40273177,"[40289861, 40276780, 40276480, 40280714, 40277039, 40277082, 40277005, 40294594, 40277454, 40288520, 40277376, 40277047, 40292018, 40276536, 40276892, 40278363, 40290971, 40282864, 40291251, 40289224, 40294044, 40290464, 40289217, 40277225, 40273373, 40288303, 40292253, 40292342, 40275628, 40292327, 40291238, 40277006, 40290612, 40293340, 40290393, 40291739, 40279720, 40287997, 40294421, 40290429, 40277147, 40273384, 40277015, 40294434, 40277366, 40289351, 40277339, 40293808, 40290633, 40293869, 40290610, 40289077, 40293330, 40292799, 40279510, 40288365, 40276832, 40291423, 40291760, 40291487, 40283779, 40289856, 40288482, 40291330, 40288702, 40291771, 40289379, 40290438, 40277337, 40289922, 40280832, 40278442, 40289847, 40288813, 40291326, 40291430, 40288898, 40277345, 40277435, 40277089, 40277216, 40289848, 40277490, 40290937, 40290131, 40283702, 40289571, 40290432, 40288922, 40289215, 40289704, 40273447, 40289708, 40288848, 40290782, 40287992, 40290549, 40289249, 40289034, 40279447, 40277121, 40290142, 40290791]",227,1714992619,"Ask HN: Interesting TUIs (text user interfaces), maybe forgotten ones?",story,,"I use relatively few TUI&#x27;s, and don&#x27;t know much about them—about what  good, convenient UX flows in TUI&#x27;s can look like. I want to write some in Emacs. Do you have particularly nice examples of TUI&#x27;s that deserve to be known and imitated? I know there&#x27;s a lot of abandoned programs from the pre-GUI era that refined TUI&#x27;s to a high level.<p>(I&#x27;m only familiar with a handful of modern ones in Emacs—Magit, the SLIME inspector, dired, as well as the terminal TUI from the Linux tool perf)."
rsc,89.0,40273968,"[40283441, 40273969, 40283463, 40282898, 40287710, 40284033, 40282948, 40284789, 40286380, 40288295, 40283594, 40286245, 40284872, 40283842, 40282974, 40283317, 40273986]",268,1714999422,Secure Randomness in Go 1.22,story,https://go.dev/blog/chacha8rand?hn=1,
melvinroest,35.0,40269911,"[40284104, 40283372, 40269916, 40283219, 40283253]",50,1714955079,Array.shift Optimizations in Firefox's JavaScript Engine (2020),story,https://lannonbr.com/blog/2020-01-27-shift-optimizations/,
mmcclure,67.0,40288947,"[40290891, 40293219, 40293288, 40290973, 40293596, 40293327, 40293502, 40290656, 40292503, 40291700]",124,1715103512,Facebook just updated its relationship status with Web Components,story,https://www.mux.com/blog/facebook-just-updated-it-s-relationship-status-with-web-components,
jandeboevrie,8.0,40292047,"[40293454, 40293689, 40293418]",29,1715119272,Qt and C++ Trivial Relocation (Part 1),story,https://www.kdab.com/qt-and-trivial-relocation-part-1/,
pseudolus,20.0,40280760,"[40289326, 40292260, 40289011, 40289512, 40292131]",87,1715039209,A Rosetta Stone for Mathematics: André Weil's 1940 letter,story,https://www.quantamagazine.org/a-rosetta-stone-for-mathematics-20240506/,
mattyyeung,30.0,40263819,"[40290433, 40289211, 40291283, 40293815, 40290333, 40293459, 40292391, 40289846, 40292459, 40289949, 40276799, 40289452, 40290081]",92,1714906056,Deterministic Quoting: Making LLMs safer for healthcare,story,https://mattyyeung.github.io/deterministic-quoting,
samuelklam,,40284492,,1,1715083272,PermitFlow (YC W22) Is Hiring Software Engineers,job,https://jobs.ashbyhq.com/permitflow,
chaokunyang,46.0,40285571,"[40286296, 40286273, 40287232, 40286665, 40285572, 40286987, 40287790, 40289784, 40285587, 40286695, 40285575, 40286261, 40285679]",69,1715090545,Meta String: A more space-efficient string encoding than UTF-8 in Fury,story,https://fury.apache.org/blog/fury_meta_string_37_5_percent_space_efficient_encoding_than_utf8/,
waveywhy,11.0,40285244,"[40290801, 40285641, 40292741, 40286204, 40285948, 40290925, 40288386]",114,1715088770,Show HN: Visual debugger for Rails system tests,story,https://github.com/stepful/cyperful,"Hey all, I&#x27;ve been working on this side project to get a Cypress.io-like experience, but for Ruby developers. 
It&#x27;s plug-n-play with Capybara system tests, with the following features:
- visualize assertions&#x2F;commands as they happen
- view all API requests, errors, and logs in the timeline
- pause&#x2F;continue on any step
- rewind through history with a recorded video<p>This is brand new, so looking for people to start trying it out and leave feedback."
stefankuehnel,58.0,40284164,"[40284732, 40285176, 40284879, 40284818, 40287437, 40285399, 40284851, 40285498, 40285702, 40285102, 40285185, 40285957, 40290160, 40292465, 40286378, 40292700, 40285279, 40286673, 40284478, 40284236, 40285795]",189,1715079512,Dotfiles: Unofficial Guide to Dotfiles on GitHub,story,https://dotfiles.github.io/,
gudvardur,3.0,40285986,"[40289094, 40288363]",55,1715092489,Instructlab AI CLI,story,https://github.com/instructlab/instructlab,
leonardtang,10.0,40276550,"[40279757, 40294457, 40276721, 40279240]",19,1715013630,Thorn in a HaizeStack test for evaluating long-context adversarial robustness,story,https://github.com/haizelabs/thorn-in-haizestack,
clarkbw,22.0,40286403,"[40286622, 40290218, 40288930, 40291293, 40290749, 40289657, 40290368, 40290503]",70,1715093991,How not to change PostgreSQL column type,story,https://notso.boringsql.com/posts/how-not-to-change-postgresql-column-type/,
ecliptik,53.0,40286942,"[40288001, 40290723, 40287976, 40289337, 40291206, 40289252, 40290306, 40291785, 40290650, 40291172, 40288208, 40291466, 40289559, 40289421, 40289664, 40287902, 40289233, 40291153, 40291097]",92,1715095831,J.G. Ballard predicted the rise of social media (2016),story,https://www.openculture.com/2016/03/j-g-ballard-predicted-the-rise-of-social-media-and-youtube-celebrity-in-1977.html,
thunderbong,0.0,40273086,,33,1714991700,Refactor: Utilities for refactoring and upgrading Ruby code based on ASTs,story,https://github.com/baweaver/refactor,
RodgerTheGreat,11.0,40279129,"[40289036, 40291397, 40290594, 40282026]",58,1715027349,Lila: A Lil Interpreter in Posix Awk,story,https://beyondloom.com/blog/lila.html,
medo-bear,8.0,40279813,"[40287530, 40290628, 40283958, 40283420]",57,1715031693,High performance array programming in Petalisp,story,https://zenodo.org/records/11062314,
